Date,  USD/RMB Exchange Rate,  DXY Index,  CFETS Index
8/25/2016,6.6535,106.9611,123.3028
8/26/2016,6.6688,107.2373,123.0634
8/29/2016,6.679,107.8696,123.5846
8/30/2016,6.68,108.2943,123.6441
8/31/2016,6.6783,108.4493,123.8933
9/1/2016,6.68,108.0498,123.8989
9/2/2016,6.68,108.043,123.8045
9/5/2016,6.6752,106.0839,123.6315
9/6/2016,6.6803,106.8986,123.578
9/7/2016,6.6641,107.0044,123.2446
9/8/2016,6.6639,107.1037,123.1643
9/9/2016,6.6799,107.7478,123.1305
9/12/2016,6.6799,107.6015,123.3438
9/13/2016,6.68,107.9364,123.3375
9/14/2016,6.6711,107.8535,123.8465
9/19/2016,6.6716,108.2763,123.855
9/20/2016,6.6711,108.4595,123.7686
9/21/2016,6.6713,108.2086,123.8787
9/22/2016,6.6693,107.4695,123.2364
9/23/2016,6.67,107.9669,123.4559
9/26/2016,6.6699,107.7217,123.4482
9/27/2016,6.6684,108.0807,123.3372
9/28/2016,6.6712,108.1251,123.46
9/29/2016,6.669,107.7281,123.5037
9/30/2016,6.67,107.7534,123.5867
10/10/2016,6.7028,107.4845,121.8667
10/11/2016,6.7148,109.944,121.9983
10/12/2016,6.7139,110.418,122.1815
10/13/2016,6.7299,110.0392,122.3156
10/14/2016,6.7255,110.204,122.2
10/17/2016,6.7396,110.0269,122.1257
10/18/2016,6.7393,109.8028,121.8434
10/19/2016,6.7393,109.876,121.7604
10/20/2016,6.7396,110.3728,121.8786
10/21/2016,6.7599,111.0362,121.8575
10/24/2016,6.7718,111.1137,121.667
10/25/2016,6.7778,111.0199,121.6463
10/26/2016,6.7686,110.9252,121.6737
10/27/2016,6.7778,111.2424,121.6185
10/28/2016,6.7795,111.1787,121.8227
10/31/2016,6.7708,110.9726,121.7711
11/1/2016,6.7744,110.4415,121.5735
11/2/2016,6.7613,109.8204,121.3231
11/3/2016,6.7608,109.7911,121.1713
11/4/2016,6.7591,109.6159,121.1751
11/7/2016,6.7758,110.2566,121.2394
11/8/2016,6.78,110.2336,121.0852
11/9/2016,6.7731,110.6545,120.9924
11/10/2016,6.7925,111.3588,121.4357
11/11/2016,6.8155,109.3344,121.5019
11/14/2016,6.8409,112.6273,121.7429
11/15/2016,6.853,112.505,121.472
11/16/2016,6.87,112.5141,121.5912
11/17/2016,6.87,112.8242,121.5108
11/18/2016,6.8912,113.5865,121.8997
11/21/2016,6.8956,113.3336,121.7406
11/22/2016,6.888,113.2836,121.6623
11/23/2016,6.8928,113.7941,121.7593
11/24/2016,6.9189,111.7365,121.915
11/25/2016,6.9151,113.7994,121.6037
11/28/2016,6.9022,113.5453,121.5521
11/29/2016,6.8914,113.3671,121.9373
11/30/2016,6.887,113.8483,121.9954
12/1/2016,6.8949,113.229,122.0466
12/2/2016,6.8818,112.8269,122.0019
12/5/2016,6.8861,112.5317,121.9302
12/6/2016,6.8762,112.5604,121.6428
12/7/2016,6.885,112.3332,121.7415
12/8/2016,6.8799,112.983,121.4603
12/9/2016,6.9005,113.3314,121.7677
12/12/2016,6.9152,112.9044,121.8082
12/13/2016,6.9015,112.6941,121.5505
12/14/2016,6.9049,112.5531,121.4943
12/15/2016,6.9354,115.3705,121.9883
12/16/2016,6.9547,114.6897,121.8888
12/19/2016,6.945,114.7828,121.9835
12/20/2016,6.9509,115.2309,122.3482
12/21/2016,6.9512,115.1192,122.2176
12/22/2016,6.9466,115.1792,122.1517
12/23/2016,6.9494,115.3944,122.1678
12/26/2016,6.9497,113.3116,122.0975
12/27/2016,6.9498,115.4407,122.1501
12/28/2016,6.9549,115.8129,122.0429
12/29/2016,6.9547,114.9739,121.9205
12/30/2016,6.9495,114.4547,121.83
1/3/2017,6.9557,115.3277,123.0326
1/4/2017,6.9485,114.5971,123.0698
1/5/2017,6.8817,113.4213,123.5023
1/6/2017,6.923,113.9039,122.6789
1/9/2017,6.9344,113.8689,122.9004
1/10/2017,6.9242,113.8225,122.6925
1/11/2017,6.9266,114.2782,122.7657
1/12/2017,6.9,112.8203,122.5003
1/13/2017,6.9,113.1923,122.5967
1/16/2017,6.8976,111.1411,122.7949
1/17/2017,6.8728,112.2019,122.7217
1/18/2017,6.8342,112.6599,123.1022
1/19/2017,6.876,113.5239,122.9769
1/20/2017,6.8752,111.472,122.8512
1/23/2017,6.8552,112.4046,122.7441
1/24/2017,6.857,112.1032,122.5528
1/25/2017,6.8796,111.8554,122.2558
1/26/2017,6.878,112.4305,122.1444
2/3/2017,6.874,111.3359,122.0571
2/6/2017,6.8637,111.9322,122.0511
2/7/2017,6.8815,112.1859,122.1005
2/8/2017,6.878,111.9494,122.1579
2/9/2017,6.8672,112.4026,122.2665
2/10/2017,6.8814,112.2698,122.2931
2/13/2017,6.8793,112.5637,122.1868
2/14/2017,6.8674,112.8479,122.3047
2/15/2017,6.8672,112.6847,122.6276
2/16/2017,6.8585,112.1996,122.4679
2/17/2017,6.8709,112.5514,122.2741
2/20/2017,6.8782,110.5164,122.2781
2/21/2017,6.8826,112.9758,122.3716
2/22/2017,6.878,113.0729,122.4764
2/23/2017,6.8774,112.5208,122.3067
2/24/2017,6.8718,112.5439,122.1219
2/27/2017,6.8714,112.3378,122.278
2/28/2017,6.8689,112.7492,122.2857
3/1/2017,6.88,113.5662,122.5878
3/2/2017,6.882,114.0947,122.6666
3/3/2017,6.898,114.0613,122.701
3/6/2017,6.8929,113.8001,122.3751
3/7/2017,6.8987,113.8666,122.3129
3/8/2017,6.907,114.3467,122.3425
3/9/2017,6.9085,114.2476,122.5041
3/10/2017,6.9157,113.8521,122.4203
3/13/2017,6.9092,113.619,122.056
3/14/2017,6.9131,113.8213,122.2051
3/15/2017,6.9121,113.8003,122.1187
3/16/2017,6.8978,112.5457,121.7071
3/17/2017,6.9085,112.6074,121.3657
3/20/2017,6.9043,112.5093,121.0955
3/21/2017,6.8977,111.9813,121.2429
3/22/2017,6.8871,111.9717,121.2569
3/23/2017,6.8875,111.9778,121.2438
3/24/2017,6.8876,112.0224,121.2408
3/27/2017,6.8764,111.4874,120.9867
3/28/2017,6.8858,111.6873,120.9409
3/29/2017,6.8897,112.3282,121.124
3/30/2017,6.8905,112.1944,121.2181
3/31/2017,6.8915,112.4021,121.4004
4/5/2017,6.8965,112.8485,121.2299
4/6/2017,6.901,112.878,121.3053
4/7/2017,6.8993,113.0759,121.3712
4/10/2017,6.9052,113.0223,121.6895
4/11/2017,6.903,112.7251,121.5559
4/12/2017,6.8922,112.6114,121.4785
4/13/2017,6.8825,112.3381,121.2632
4/14/2017,6.8869,112.386,121.2587
4/17/2017,6.8876,112.0462,121.2352
4/18/2017,6.8852,111.9147,121.3212
4/19/2017,6.8873,112.2109,121.0602
4/20/2017,6.8835,111.995,120.9798
4/21/2017,6.8838,112.3409,121.1036
4/24/2017,6.8864,111.8154,120.7454
4/25/2017,6.8863,111.735,120.7113
4/26/2017,6.8908,112.0924,120.7445
4/27/2017,6.8922,112.1998,120.768
4/28/2017,6.8973,112.0722,120.7539
5/2/2017,6.8965,112.2314,120.756
5/3/2017,6.8917,112.1791,120.8283
5/4/2017,6.8968,112.1456,120.9428
5/5/2017,6.9,111.8634,120.7166
5/8/2017,6.9033,112.2787,120.6148
5/9/2017,6.9057,112.7558,120.9447
5/10/2017,6.904,112.5951,121.0452
5/11/2017,6.9035,112.7069,121.0707
5/12/2017,6.9027,112.4312,121.0335
5/15/2017,6.8976,112.0167,120.7736
5/16/2017,6.8897,111.4294,120.5603
5/17/2017,6.891,110.8908,120.3385
5/18/2017,6.8903,110.7563,120.1373
5/19/2017,6.8926,110.4339,120.114
5/22/2017,6.8924,110.1237,119.9581
5/23/2017,6.8897,110.325,119.7457
5/24/2017,6.8909,110.4484,119.9757
5/25/2017,6.8678,110.196,120.0658
5/26/2017,6.861,110.503,120.2313
5/31/2017,6.821,110.1299,121.0912
6/1/2017,6.8061,110.3018,121.328
6/2/2017,6.8162,109.9618,121.2003
6/5/2017,6.8014,109.9675,121.1231
6/6/2017,6.7968,109.6648,121.0936
6/7/2017,6.794,109.9153,121.1232
6/8/2017,6.7938,110.0339,121.2066
6/9/2017,6.7988,110.2755,121.4881
6/12/2017,6.7981,110.2035,121.3821
6/13/2017,6.7981,109.7045,121.37
6/14/2017,6.797,109.0855,121.3079
6/15/2017,6.7975,110.0694,121.3438
6/16/2017,6.8139,109.7768,121.368
6/19/2017,6.817,109.9411,121.2199
6/20/2017,6.8265,110.386,121.2475
6/21/2017,6.829,110.417,121.5193
6/22/2017,6.8307,110.1668,121.3538
6/23/2017,6.8387,109.9268,121.1047
6/26/2017,6.8378,109.873,121.0748
6/27/2017,6.8101,109.3725,121.2927
6/28/2017,6.7992,108.6156,121.3321
6/29/2017,6.7787,108.2557,121.4526
6/30/2017,6.7796,108.228,121.4396
7/3/2017,6.7897,108.6306,121.2903
7/4/2017,6.7999,106.67,121.3462
7/5/2017,6.7993,108.7843,121.4579
7/6/2017,6.8037,108.3271,121.34
7/7/2017,6.7995,108.4073,121.3536
7/10/2017,6.8019,108.4405,121.3711
7/11/2017,6.8,108.4523,121.4475
7/12/2017,6.7875,107.9591,121.3702
7/13/2017,6.7817,107.9735,121.3454
7/14/2017,6.7741,107.2391,121.2918
7/17/2017,6.7699,107.2283,121.1552
7/18/2017,6.758,106.6281,121.0535
7/19/2017,6.7556,106.6415,121.0795
7/20/2017,6.7688,106.227,120.9232
7/21/2017,6.7681,106.0079,120.4159
7/24/2017,6.7505,105.9106,120.5562
7/25/2017,6.7512,105.9013,120.6258
7/26/2017,6.7545,106.1022,120.7497
7/27/2017,6.7376,106.0298,120.5377
7/28/2017,6.7429,105.3161,120.6446
7/31/2017,6.729,105.0471,120.7576
8/1/2017,6.7194,105.2556,120.5393
8/2/2017,6.7219,105.0522,120.6249
8/3/2017,6.7233,105.0918,120.6935
8/4/2017,6.7181,105.9129,120.5899
8/7/2017,6.7182,105.9259,120.9756
8/8/2017,6.7035,106.1591,121.1488
8/9/2017,6.6776,106.0263,121.8448
8/10/2017,6.661,105.9208,122.2127
8/11/2017,6.6668,105.6145,121.9975
8/14/2017,6.6687,105.8462,121.9197
8/15/2017,6.6771,106.3642,121.9522
8/16/2017,6.6955,106.4387,121.9054
8/17/2017,6.6731,105.9638,121.9465
8/18/2017,6.6785,105.7347,121.7943
8/21/2017,6.6702,105.3934,121.8524
8/22/2017,6.6605,105.6706,121.9781
8/23/2017,6.6636,105.5437,121.9346
8/24/2017,6.66,105.4681,121.905
8/25/2017,6.6645,105.0003,121.8779
8/28/2017,6.6323,104.5834,121.9223
8/29/2017,6.5975,104.3752,122.1797
8/30/2017,6.5927,105.1639,122.759
8/31/2017,6.5969,105.0862,122.9516
9/1/2017,6.5679,104.7289,123.2243
9/4/2017,6.52,102.8214,123.9482
9/5/2017,6.5516,104.3523,123.5515
9/6/2017,6.5246,103.797,123.7023
9/7/2017,6.4972,103.2177,124.0031
9/8/2017,6.4617,102.9656,124.3142
9/11/2017,6.5239,103.5022,123.2594
9/12/2017,6.535,103.5867,123.3202
9/13/2017,6.5309,104.0911,123.3281
9/14/2017,6.5543,104.0361,123.2397
9/15/2017,6.5442,103.548,123.3209
9/18/2017,6.5618,103.9269,122.9436
9/19/2017,6.5859,103.8138,122.563
9/20/2017,6.5742,103.6979,122.5553
9/21/2017,6.5934,104.2015,122.7219
9/22/2017,6.5922,104.0581,122.4521
9/25/2017,6.6205,104.5887,122.2346
9/26/2017,6.6305,105.0814,122.3428
9/27/2017,6.635,105.343,122.636
9/28/2017,6.6699,105.3614,122.0253
9/29/2017,6.647,105.3302,122.227
10/9/2017,6.6285,104.1446,123.165
10/10/2017,6.5861,105.4736,123.6172
10/11/2017,6.5887,105.3858,123.4827
10/12/2017,6.5888,105.3542,123.1073
10/13/2017,6.5868,105.2208,123.1365
10/16/2017,6.5912,105.3939,123.1059
10/17/2017,6.616,105.8959,122.7622
10/18/2017,6.6205,105.6816,122.8409
10/19/2017,6.6277,105.38,122.6472
10/20/2017,6.62,106.1428,122.873
10/23/2017,6.6398,106.247,122.7841
10/24/2017,6.6332,106.4008,122.7719
10/25/2017,6.6408,106.498,122.7148
10/26/2017,6.6357,107.0232,122.695
10/27/2017,6.6528,107.6864,123.0118
10/30/2017,6.6476,107.2688,122.9472
10/31/2017,6.6272,107.3019,123.0874
11/1/2017,6.6161,107.5009,123.3539
11/2/2017,6.6063,107.2186,123.5203
11/3/2017,6.6295,107.4283,123.2179
11/6/2017,6.6339,107.2827,123.1854
11/7/2017,6.6324,107.4965,123.2158
11/8/2017,6.6343,107.2821,123.1242
11/9/2017,6.6391,106.9294,123.0709
11/10/2017,6.64,104.9902,122.9498
11/13/2017,6.6422,107.0889,122.9845
11/14/2017,6.6431,106.6271,122.9285
11/15/2017,6.6298,106.5866,122.6617
11/16/2017,6.6327,106.496,122.6825
11/17/2017,6.6353,106.3715,122.4894
11/20/2017,6.63,106.6784,122.4931
11/21/2017,6.6337,106.5952,122.5187
11/22/2017,6.6159,106.1214,122.6182
11/23/2017,6.5823,104.197,122.6187
11/24/2017,6.6037,105.4603,122.262
11/27/2017,6.5979,105.5918,122.1012
11/28/2017,6.5949,105.9629,122.2594
11/29/2017,6.5988,106.0608,122.2678
11/30/2017,6.6107,106.0121,122.2495
12/1/2017,6.6065,105.4393,122.083
12/4/2017,6.6187,105.8548,122.0995
12/5/2017,6.6131,105.9409,122.1553
12/6/2017,6.615,106.3303,122.2866
12/7/2017,6.6155,106.4611,122.4434
12/8/2017,6.6175,106.8168,122.6335
12/11/2017,6.6173,106.5739,122.5339
12/12/2017,6.6212,107.0062,122.4852
12/13/2017,6.6203,106.717,122.6056
12/14/2017,6.6088,106.4386,122.3513
12/15/2017,6.6084,106.5776,122.3467
12/18/2017,6.617,106.3518,122.4222
12/19/2017,6.6075,106.5099,122.4278
12/20/2017,6.5798,106.1622,122.8819
12/21/2017,6.5858,105.9495,122.7701
12/22/2017,6.5687,106.1097,122.9375
12/25/2017,6.5404,104.1886,123.1872
12/26/2017,6.544,105.8513,123.3029
12/27/2017,6.5555,105.5777,123.0155
12/28/2017,6.5348,105.108,123.1144
12/29/2017,6.512,104.5852,123.4273
